time: 0,vel: 0.147592,posx: 0,posy: 0,posz: 115.025,ticktime(ms): 0.3602
time: 0.05,vel: 0.295183,posx: 0.00737949,posy: 0,posz: 115.025,ticktime(ms): 0.0331
time: 0.1,vel: 0.442775,posx: 0.0221385,posy: 3.80153e-07,posz: 115.025,ticktime(ms): 0.0129
time: 0.15,vel: 0.590367,posx: 0.044277,posy: 3.232e-06,posz: 115.025,ticktime(ms): 0.0122
time: 0.2,vel: 0.737959,posx: 0.0737949,posy: 1.38828e-05,posz: 115.025,ticktime(ms): 0.0111
time: 0.25,vel: 0.885553,posx: 0.110692,posy: 4.24256e-05,posz: 115.025,ticktime(ms): 0.0111
time: 0.3,vel: 1.03315,posx: 0.15497,posy: 0.000105258,posz: 115.025,ticktime(ms): 0.0121
time: 0.35,vel: 1.18074,posx: 0.206626,posy: 0.000226634,posz: 115.026,ticktime(ms): 0.0123
time: 0.4,vel: 1.32834,posx: 0.265662,posy: 0.000440226,posz: 115.026,ticktime(ms): 0.0113
time: 0.45,vel: 1.47595,posx: 0.332078,posy: 0.000790708,posz: 115.026,ticktime(ms): 0.0117
time: 0.5,vel: 1.62355,posx: 0.405872,posy: 0.00133536,posz: 115.027,ticktime(ms): 0.0115
time: 0.55,vel: 1.77117,posx: 0.487045,posy: 0.0021457,posz: 115.027,ticktime(ms): 0.0111
time: 0.6,vel: 1.91879,posx: 0.575595,posy: 0.00330912,posz: 115.027,ticktime(ms): 0.0112
time: 0.65,vel: 2.06642,posx: 0.671519,posy: 0.00493058,posz: 115.028,ticktime(ms): 0.0115
time: 0.7,vel: 2.21406,posx: 0.774815,posy: 0.00713431,posz: 115.028,ticktime(ms): 0.0122
time: 0.75,vel: 2.36171,posx: 0.885478,posy: 0.0100656,posz: 115.029,ticktime(ms): 0.0123
time: 0.8,vel: 2.50937,posx: 1.0035,posy: 0.0138924,posz: 115.029,ticktime(ms): 0.0125
time: 0.85,vel: 2.65705,posx: 1.12887,posy: 0.0188074,posz: 115.03,ticktime(ms): 0.0119
time: 0.9,vel: 2.80474,posx: 1.26158,posy: 0.0250298,posz: 115.031,ticktime(ms): 0.0124
time: 0.95,vel: 2.95246,posx: 1.4016,posy: 0.032807,posz: 115.031,ticktime(ms): 0.0167
time: 1,vel: 3.1002,posx: 1.5489,posy: 0.0424164,posz: 115.032,ticktime(ms): 0.0125
time: 1.05,vel: 3.1002,posx: 1.70347,posy: 0.054168,posz: 115.033,ticktime(ms): 0.0505
time: 1.1,vel: 3.1002,posx: 1.85788,posy: 0.0677577,posz: 115.033,ticktime(ms): 0.0136
time: 1.15,vel: 3.1002,posx: 2.01211,posy: 0.08328,posz: 115.034,ticktime(ms): 0.0111
time: 1.2,vel: 3.1002,posx: 2.16612,posy: 0.10083,posz: 115.035,ticktime(ms): 0.011
time: 1.25,vel: 3.1002,posx: 2.31987,posy: 0.120504,posz: 115.035,ticktime(ms): 0.011
time: 1.3,vel: 3.1002,posx: 2.47333,posy: 0.142397,posz: 115.036,ticktime(ms): 0.011
time: 1.35,vel: 2.97315,posx: 2.62643,posy: 0.166608,posz: 115.037,ticktime(ms): 0.0115
time: 1.4,vel: 3.03559,posx: 2.77288,posy: 0.192143,posz: 115.037,ticktime(ms): 0.0114
time: 1.45,vel: 2.90863,posx: 2.92198,posy: 0.220524,posz: 115.038,ticktime(ms): 0.0119
time: 1.5,vel: 2.97374,posx: 3.06438,posy: 0.250067,posz: 115.038,ticktime(ms): 0.0121
time: 1.55,vel: 2.84686,posx: 3.20947,posy: 0.282565,posz: 115.039,ticktime(ms): 0.0113
time: 1.6,vel: 2.94487,posx: 3.34783,posy: 0.316007,posz: 115.04,ticktime(ms): 0.0126
time: 1.65,vel: 2.81807,posx: 3.49037,posy: 0.3529,posz: 115.04,ticktime(ms): 0.055
time: 1.7,vel: 2.94487,posx: 3.62616,posy: 0.390515,posz: 115.041,ticktime(ms): 0.0298
time: 1.75,vel: 2.83247,posx: 3.7674,posy: 0.432123,posz: 115.041,ticktime(ms): 0.0128
time: 1.8,vel: 2.94487,posx: 3.90256,posy: 0.474443,posz: 115.042,ticktime(ms): 0.0114
time: 1.85,vel: 3.00548,posx: 4.04235,posy: 0.520676,posz: 115.042,ticktime(ms): 0.0115
time: 1.9,vel: 3.00548,posx: 4.1842,posy: 0.570276,posz: 115.043,ticktime(ms): 0.011
time: 1.95,vel: 2.97171,posx: 4.32521,posy: 0.622229,posz: 115.043,ticktime(ms): 0.0111
time: 2,vel: 2.95096,posx: 4.4638,posy: 0.675816,posz: 115.043,ticktime(ms): 0.0111
time: 2.05,vel: 3.09953,posx: 4.60059,posy: 0.731112,posz: 115.044,ticktime(ms): 0.0111
time: 2.1,vel: 3.09953,posx: 4.74337,posy: 0.791383,posz: 115.044,ticktime(ms): 0.0116
time: 2.15,vel: 3.09953,posx: 4.8852,posy: 0.853842,posz: 115.045,ticktime(ms): 0.012
